image_path,cluster
/kaggle/working/sample_dataset/images/0c/06/9002047488.jpg,7
/kaggle/working/sample_dataset/images/0c/84/4732359975.jpg,9
/kaggle/working/sample_dataset/images/0c/14/450778056.jpg,3
/kaggle/working/sample_dataset/images/0c/a0/2080073595.jpg,2
/kaggle/working/sample_dataset/images/0c/34/2177684573.jpg,3
/kaggle/working/sample_dataset/images/0c/b1/3761666848.jpg,9
/kaggle/working/sample_dataset/images/0c/11/1406780611.jpg,2
/kaggle/working/sample_dataset/images/91/e3/5214475305.jpg,5
/kaggle/working/sample_dataset/images/91/0e/5071139037.jpg,15
/kaggle/working/sample_dataset/images/91/ad/2610846981.jpg,14
/kaggle/working/sample_dataset/images/91/fc/1425423570.jpg,9
/kaggle/working/sample_dataset/images/91/4b/6813967835.jpg,5
/kaggle/working/sample_dataset/images/91/14/511399571.jpg,12
/kaggle/working/sample_dataset/images/91/89/4260278912.jpg,0
/kaggle/working/sample_dataset/images/91/4c/5842470601.jpg,9
/kaggle/working/sample_dataset/images/91/94/8816324731.jpg,9
/kaggle/working/sample_dataset/images/ac/54/5462104386.jpg,4
/kaggle/working/sample_dataset/images/ac/33/8292593247.jpg,0
/kaggle/working/sample_dataset/images/ac/7f/13924815375.jpg,3
/kaggle/working/sample_dataset/images/ac/1d/128997755.jpg,4
/kaggle/working/sample_dataset/images/ac/98/6833216525.jpg,9
/kaggle/working/sample_dataset/images/ac/29/7648275754.jpg,3
/kaggle/working/sample_dataset/images/ac/2e/8462074251.jpg,9
/kaggle/working/sample_dataset/images/ac/31/118336408.jpg,4
/kaggle/working/sample_dataset/images/d3/a6/9448972594.jpg,6
/kaggle/working/sample_dataset/images/d3/a2/8671742108.jpg,9
/kaggle/working/sample_dataset/images/d3/65/6051682.jpg,15
/kaggle/working/sample_dataset/images/d3/07/6798195445.jpg,1
/kaggle/working/sample_dataset/images/cc/04/244800355.jpg,19
/kaggle/working/sample_dataset/images/cc/69/4748908156.jpg,4
/kaggle/working/sample_dataset/images/cc/8b/2168842911.jpg,2
/kaggle/working/sample_dataset/images/cc/08/3798141315.jpg,19
/kaggle/working/sample_dataset/images/cc/84/5290113152.jpg,16
/kaggle/working/sample_dataset/images/cc/f6/5129072044.jpg,15
/kaggle/working/sample_dataset/images/cc/65/314680945.jpg,12
/kaggle/working/sample_dataset/images/f4/a9/5161202877.jpg,16
/kaggle/working/sample_dataset/images/f4/9b/4433853982.jpg,15
/kaggle/working/sample_dataset/images/f4/ec/5458361344.jpg,9
/kaggle/working/sample_dataset/images/f4/ea/2419595078.jpg,2
/kaggle/working/sample_dataset/images/f4/b1/3736387420.jpg,3
/kaggle/working/sample_dataset/images/58/7d/4578920764.jpg,2
/kaggle/working/sample_dataset/images/58/c1/8562790802.jpg,10
/kaggle/working/sample_dataset/images/58/ed/3201920681.jpg,14
/kaggle/working/sample_dataset/images/58/17/6522985957.jpg,13
/kaggle/working/sample_dataset/images/58/7a/392979854.jpg,16
/kaggle/working/sample_dataset/images/58/a8/9697054447.jpg,7
/kaggle/working/sample_dataset/images/58/b2/8725888970.jpg,7
/kaggle/working/sample_dataset/images/1c/b9/3328395314.jpg,7
/kaggle/working/sample_dataset/images/1c/52/10073406104.jpg,15
/kaggle/working/sample_dataset/images/1c/77/4503337031.jpg,7
/kaggle/working/sample_dataset/images/1c/33/7860508508.jpg,6
/kaggle/working/sample_dataset/images/1c/c1/8152205195.jpg,14
/kaggle/working/sample_dataset/images/1c/39/3928711922.jpg,10
/kaggle/working/sample_dataset/images/1c/84/8494378100.jpg,9
/kaggle/working/sample_dataset/images/1c/48/9546932370.jpg,9
/kaggle/working/sample_dataset/images/3d/f7/4215156799.jpg,13
/kaggle/working/sample_dataset/images/3d/91/12801921593.jpg,2
/kaggle/working/sample_dataset/images/3d/1c/8395791645.jpg,4
/kaggle/working/sample_dataset/images/3d/0f/435646996.jpg,11
/kaggle/working/sample_dataset/images/3d/01/218347599.jpg,9
/kaggle/working/sample_dataset/images/3d/03/239618270.jpg,4
/kaggle/working/sample_dataset/images/3d/8d/5581326883.jpg,10
/kaggle/working/sample_dataset/images/52/23/569241681.jpg,14
/kaggle/working/sample_dataset/images/52/93/3405343708.jpg,1
/kaggle/working/sample_dataset/images/52/a2/78652193.jpg,2
/kaggle/working/sample_dataset/images/69/3c/2492434603.jpg,9
/kaggle/working/sample_dataset/images/69/0c/633179534.jpg,1
/kaggle/working/sample_dataset/images/69/bb/6593321765.jpg,13
/kaggle/working/sample_dataset/images/69/cd/1205643335.jpg,1
/kaggle/working/sample_dataset/images/69/42/2835668929.jpg,2
/kaggle/working/sample_dataset/images/69/4b/6177587368.jpg,2
/kaggle/working/sample_dataset/images/2d/c1/8021983219.jpg,7
/kaggle/working/sample_dataset/images/2d/e7/1454351783.jpg,6
/kaggle/working/sample_dataset/images/2d/56/6833201621.jpg,2
/kaggle/working/sample_dataset/images/2d/12/3224327138.jpg,2
/kaggle/working/sample_dataset/images/2d/34/8095341980.jpg,11
/kaggle/working/sample_dataset/images/2d/20/954012703.jpg,10
/kaggle/working/sample_dataset/images/2d/80/332898992.jpg,9
/kaggle/working/sample_dataset/images/2d/dc/1556480023.jpg,5
/kaggle/working/sample_dataset/images/2d/9c/5013697273.jpg,0
/kaggle/working/sample_dataset/images/ad/54/3763241514.jpg,11
/kaggle/working/sample_dataset/images/ad/f0/8475244561.jpg,9
/kaggle/working/sample_dataset/images/ad/6a/761842818.jpg,16
/kaggle/working/sample_dataset/images/ad/d9/10362688254.jpg,1
/kaggle/working/sample_dataset/images/ad/61/3566069348.jpg,1
/kaggle/working/sample_dataset/images/ad/70/2506762393.jpg,17
/kaggle/working/sample_dataset/images/77/bc/4256271565.jpg,12
/kaggle/working/sample_dataset/images/77/91/9711688023.jpg,3
/kaggle/working/sample_dataset/images/77/f1/4665135635.jpg,12
/kaggle/working/sample_dataset/images/77/88/3810226406.jpg,2
/kaggle/working/sample_dataset/images/77/dc/11318831474.jpg,1
/kaggle/working/sample_dataset/images/77/c4/2542761887.jpg,9
/kaggle/working/sample_dataset/images/51/a7/2396471457.jpg,2
/kaggle/working/sample_dataset/images/51/b7/9390041310.jpg,1
/kaggle/working/sample_dataset/images/51/f2/3742804578.jpg,9
/kaggle/working/sample_dataset/images/51/0b/427145534.jpg,19
/kaggle/working/sample_dataset/images/51/fa/1240876071.jpg,13
/kaggle/working/sample_dataset/images/51/d6/3213557268.jpg,9
/kaggle/working/sample_dataset/images/51/a8/2216698145.jpg,0
/kaggle/working/sample_dataset/images/51/8d/3562670330.jpg,2
/kaggle/working/sample_dataset/images/5f/8b/6333269550.jpg,3
/kaggle/working/sample_dataset/images/5f/71/15645839.jpg,11
/kaggle/working/sample_dataset/images/5f/f0/207178538.jpg,7
/kaggle/working/sample_dataset/images/5f/10/3510539299.jpg,1
/kaggle/working/sample_dataset/images/5f/4d/1939149476.jpg,17
/kaggle/working/sample_dataset/images/5f/7a/7662967534.jpg,17
/kaggle/working/sample_dataset/images/5f/86/6990857032.jpg,10
/kaggle/working/sample_dataset/images/5f/c4/2551680859.jpg,5
/kaggle/working/sample_dataset/images/7d/ba/4711517017.jpg,9
/kaggle/working/sample_dataset/images/7d/f7/818765240.jpg,7
/kaggle/working/sample_dataset/images/7d/ee/9330244602.jpg,1
/kaggle/working/sample_dataset/images/7d/00/526719403.jpg,2
/kaggle/working/sample_dataset/images/7d/31/2657387061.jpg,14
/kaggle/working/sample_dataset/images/36/58/2671557673.jpg,1
/kaggle/working/sample_dataset/images/36/55/4756358058.jpg,4
/kaggle/working/sample_dataset/images/36/66/2106146112.jpg,13
/kaggle/working/sample_dataset/images/36/9a/2484662993.jpg,2
/kaggle/working/sample_dataset/images/36/78/8335741691.jpg,10
/kaggle/working/sample_dataset/images/36/a0/343033133.jpg,2
/kaggle/working/sample_dataset/images/e6/5f/2760600006.jpg,4
/kaggle/working/sample_dataset/images/e6/fc/3002719784.jpg,2
/kaggle/working/sample_dataset/images/e6/ee/8328085004.jpg,16
/kaggle/working/sample_dataset/images/e6/66/6174598472.jpg,19
/kaggle/working/sample_dataset/images/e6/8c/4773323416.jpg,13
/kaggle/working/sample_dataset/images/e6/17/4848356183.jpg,10
/kaggle/working/sample_dataset/images/e6/80/3194332612.jpg,18
/kaggle/working/sample_dataset/images/e6/72/2441520440.jpg,7
/kaggle/working/sample_dataset/images/e6/b0/9165884756.jpg,8
/kaggle/working/sample_dataset/images/33/36/2443748657.jpg,2
/kaggle/working/sample_dataset/images/33/f8/3042120204.jpg,3
/kaggle/working/sample_dataset/images/33/75/5442205731.jpg,2
/kaggle/working/sample_dataset/images/33/f2/433795882.jpg,13
/kaggle/working/sample_dataset/images/33/cd/3436157017.jpg,17
/kaggle/working/sample_dataset/images/33/0a/3458834424.jpg,8
/kaggle/working/sample_dataset/images/33/6a/6955557756.jpg,15
/kaggle/working/sample_dataset/images/33/7c/5131840744.jpg,2
/kaggle/working/sample_dataset/images/33/86/5637033675.jpg,2
/kaggle/working/sample_dataset/images/33/1f/4502805749.jpg,18
/kaggle/working/sample_dataset/images/33/de/3706444351.jpg,2
/kaggle/working/sample_dataset/images/e5/7d/5053532698.jpg,2
/kaggle/working/sample_dataset/images/e5/c7/9109729441.jpg,14
/kaggle/working/sample_dataset/images/e5/00/3899914975.jpg,6
/kaggle/working/sample_dataset/images/e5/08/9456717063.jpg,19
/kaggle/working/sample_dataset/images/e5/ce/4234494080.jpg,1
/kaggle/working/sample_dataset/images/e5/e9/3391102600.jpg,2
/kaggle/working/sample_dataset/images/e5/db/2615769481.jpg,10
/kaggle/working/sample_dataset/images/e5/bf/4838929693.jpg,10
/kaggle/working/sample_dataset/images/e5/c6/169104284.jpg,19
/kaggle/working/sample_dataset/images/6e/56/178709254.jpg,13
/kaggle/working/sample_dataset/images/6e/bb/6844335312.jpg,13
/kaggle/working/sample_dataset/images/6e/17/4231061954.jpg,9
/kaggle/working/sample_dataset/images/6e/67/6671839729.jpg,2
/kaggle/working/sample_dataset/images/6e/d6/5658655604.jpg,13
/kaggle/working/sample_dataset/images/6e/9c/2118767556.jpg,15
/kaggle/working/sample_dataset/images/1a/27/8105753613.jpg,2
/kaggle/working/sample_dataset/images/1a/69/2159344248.jpg,15
/kaggle/working/sample_dataset/images/1a/d7/458665668.jpg,10
/kaggle/working/sample_dataset/images/1a/fe/8594637158.jpg,13
/kaggle/working/sample_dataset/images/1a/87/4151743981.jpg,12
/kaggle/working/sample_dataset/images/1a/4c/3129690719.jpg,14
/kaggle/working/sample_dataset/images/1a/de/2556689153.jpg,14
/kaggle/working/sample_dataset/images/2a/05/5533406341.jpg,6
/kaggle/working/sample_dataset/images/2a/c3/2280643880.jpg,13
/kaggle/working/sample_dataset/images/2a/ee/4565778680.jpg,17
/kaggle/working/sample_dataset/images/2a/bb/4488804607.jpg,13
/kaggle/working/sample_dataset/images/2a/0a/2957940274.jpg,4
/kaggle/working/sample_dataset/images/2a/ea/5355074575.jpg,2
/kaggle/working/sample_dataset/images/2a/83/5089622936.jpg,15
/kaggle/working/sample_dataset/images/2a/c6/9144565914.jpg,4
/kaggle/working/sample_dataset/images/2a/6f/12103010864.jpg,2
/kaggle/working/sample_dataset/images/09/ae/2380464060.jpg,2
/kaggle/working/sample_dataset/images/09/58/1071454901.jpg,13
/kaggle/working/sample_dataset/images/09/d7/4908860782.jpg,16
/kaggle/working/sample_dataset/images/09/9b/5970598942.jpg,7
/kaggle/working/sample_dataset/images/09/57/8212968534.jpg,12
/kaggle/working/sample_dataset/images/9f/c1/2101080554.jpg,1
/kaggle/working/sample_dataset/images/9f/c8/222947884.jpg,6
/kaggle/working/sample_dataset/images/9f/65/5073158655.jpg,17
/kaggle/working/sample_dataset/images/9f/c6/5662141405.jpg,6
/kaggle/working/sample_dataset/images/9f/8d/3398178098.jpg,12
/kaggle/working/sample_dataset/images/5d/0c/12310873.jpg,16
/kaggle/working/sample_dataset/images/5d/2d/7093083869.jpg,18
/kaggle/working/sample_dataset/images/5d/5f/4732855620.jpg,13
/kaggle/working/sample_dataset/images/5d/8f/8985274355.jpg,7
/kaggle/working/sample_dataset/images/5d/82/2797202600.jpg,11
/kaggle/working/sample_dataset/images/5d/00/5473840996.jpg,1
/kaggle/working/sample_dataset/images/5d/62/3626000093.jpg,2
/kaggle/working/sample_dataset/images/5d/c6/5100220382.jpg,16
/kaggle/working/sample_dataset/images/9e/27/4697841522.jpg,2
/kaggle/working/sample_dataset/images/9e/28/9453629764.jpg,2
/kaggle/working/sample_dataset/images/9e/bb/5033207076.jpg,1
/kaggle/working/sample_dataset/images/9e/71/4011856569.jpg,1
/kaggle/working/sample_dataset/images/9e/cd/4303772299.jpg,7
/kaggle/working/sample_dataset/images/9e/0b/2140843077.jpg,2
/kaggle/working/sample_dataset/images/9e/37/5804424050.jpg,1
/kaggle/working/sample_dataset/images/9e/37/8256814672.jpg,2
/kaggle/working/sample_dataset/images/9e/62/2283523509.jpg,17
/kaggle/working/sample_dataset/images/9e/2f/8500701971.jpg,12
/kaggle/working/sample_dataset/images/9e/68/8510054465.jpg,11
/kaggle/working/sample_dataset/images/c1/58/2507000461.jpg,2
/kaggle/working/sample_dataset/images/c1/5f/7527154566.jpg,1
/kaggle/working/sample_dataset/images/c1/53/2627418702.jpg,1
/kaggle/working/sample_dataset/images/c1/87/3382194061.jpg,4
/kaggle/working/sample_dataset/images/c1/64/1417668487.jpg,17
/kaggle/working/sample_dataset/images/c1/3b/7038098103.jpg,10
/kaggle/working/sample_dataset/images/c1/7b/4840679298.jpg,7
/kaggle/working/sample_dataset/images/0f/35/3684054936.jpg,2
/kaggle/working/sample_dataset/images/0f/e8/7660562238.jpg,1
/kaggle/working/sample_dataset/images/0f/4e/93646125.jpg,3
/kaggle/working/sample_dataset/images/0f/a3/5048126443.jpg,5
/kaggle/working/sample_dataset/images/0f/4c/4214592155.jpg,3
/kaggle/working/sample_dataset/images/0f/11/8153302476.jpg,2
/kaggle/working/sample_dataset/images/fc/74/12439497203.jpg,3
/kaggle/working/sample_dataset/images/fc/2d/6713593583.jpg,2
/kaggle/working/sample_dataset/images/fc/ad/2350913990.jpg,9
/kaggle/working/sample_dataset/images/fc/6d/9720322090.jpg,4
/kaggle/working/sample_dataset/images/fc/38/6608097063.jpg,2
/kaggle/working/sample_dataset/images/fc/a1/5395291420.jpg,1
/kaggle/working/sample_dataset/images/fc/83/7695933248.jpg,2
/kaggle/working/sample_dataset/images/fc/f5/297061034.jpg,9
/kaggle/working/sample_dataset/images/fc/34/4814549192.jpg,16
/kaggle/working/sample_dataset/images/fc/67/7758837394.jpg,10
/kaggle/working/sample_dataset/images/ed/36/2361418896.jpg,12
/kaggle/working/sample_dataset/images/ed/84/153823893.jpg,18
/kaggle/working/sample_dataset/images/05/5d/865346105.jpg,19
